age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
23, Private,162282, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,25.0, United-States, <=50K
23, Private,273206, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,23.0, United-States, <=50K
23, Private,102729, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15.0, United-States, <=50K
22, State-gov,292933, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,10.0, United-States, <=50K
18, Private,135924, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,20.0, United-States, <=50K
23, Local-gov,496382, Some-college,10, Married-spouse-absent, Adm-clerical, Own-child, White, Female,0,0,40.0, Guatemala, <=50K
21, Private,246207, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20.0, United-States, <=50K
24, Private,180060, Assoc-acdm,12, Never-married, Craft-repair, Not-in-family, White, Male,2354,0,40.0, United-States, <=50K
20, Private,432154, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,8.0, Mexico, <=50K
17, Private,110798, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,20.0, United-States, <=50K
23, Private,528616, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40.0, Mexico, <=50K
21, Private,197583, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20.0, United-States, <=50K
23, Private,352606, HS-grad,9, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,40.0, United-States, <=50K
21, Private,109414, Some-college,10, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,1974,40.0, United-States, <=50K
19, Private,331556, 10th,6, Never-married, Other-service, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
18, Private,120544, 9th,5, Never-married, Other-service, Own-child, Black, Male,0,0,15.0, United-States, <=50K
24, Local-gov,184678, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
22, Private,227626, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
22, Private,102684, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,32.0, United-States, <=50K
21, Private,396790, HS-grad,9, Never-married, Transport-moving, Own-child, Black, Male,0,0,20.0, United-States, <=50K
22, Private,216984, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40.0, United-States, <=50K
23, Private,169188, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,25.0, United-States, <=50K
24, Private,200819, 12th,8, Never-married, Sales, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
24, Private,33088, 11th,7, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
20, Private,141481, 11th,7, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,50.0, United-States, <=50K
22, Private,141698, 10th,6, Never-married, Craft-repair, Unmarried, White, Male,0,0,40.0, United-States, <=50K
19, Private,175652, 11th,7, Never-married, Other-service, Other-relative, White, Female,0,0,15.0, United-States, <=50K
20, State-gov,125165, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,25.0, United-States, <=50K
19, Private,164395, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,25.0, United-States, <=50K
18, Private,115630, 11th,7, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20.0, United-States, <=50K
22, Private,333910, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,43.0, United-States, <=50K
23, Private,148948, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40.680171776549685, United-States, <=50K
22, Private,226327, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40.0, United-States, <=50K
20, Private,95918, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40.0, United-States, <=50K
20, Private,121023, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,15.0, United-States, <=50K
20, Private,38772, 10th,6, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,50.0, United-States, <=50K
19, Private,91928, Some-college,10, Never-married, Other-service, Other-relative, White, Female,0,0,35.0, United-States, <=50K
17, Private,221129, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40.0, United-States, <=50K
18, Private,183315, 11th,7, Never-married, Sales, Own-child, Black, Female,0,0,10.0, United-States, <=50K
18, Private,118847, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20.0, United-States, <=50K
23, Private,215395, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
23, Private,160398, Some-college,10, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,0,40.0, United-States, <=50K
24, Private,403865, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,56.0, United-States, <=50K
23, Private,435604, Assoc-voc,11, Separated, Exec-managerial, Own-child, White, Female,0,0,40.0, United-States, <=50K
20, Private,184756, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,12.0, United-States, <=50K
24, Private,249351, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40.0, United-States, <=50K
18, Private,301762, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,25.0, United-States, <=50K
19, Private,374262, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20.0, United-States, <=50K
24, Private,382146, Some-college,10, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40.0, United-States, <=50K
22, Private,197387, Some-college,10, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,24.0, Mexico, <=50K
21, Private,70261, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,30.0, United-States, <=50K
19, Private,323605, 7th-8th,4, Never-married, Other-service, Not-in-family, White, Male,0,0,60.0, United-States, >50K
20, Private,39927, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,8.0, United-States, <=50K
22, Private,64292, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,37.0, United-States, <=50K
22, Private,210165, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50.0, United-States, <=50K
18, Private,444822, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,8.0, Mexico, <=50K
17, Private,154398, 11th,7, Never-married, Other-service, Own-child, Black, Male,0,0,16.0, Haiti, <=50K
20, Federal-gov,147352, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
23, Private,227943, Assoc-acdm,12, Never-married, Sales, Own-child, White, Male,0,0,30.0, United-States, <=50K
18, Private,423024, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,20.0, United-States, <=50K
23, Private,230824, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
17, Private,287160, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,15.0, United-States, <=50K
24, Private,174461, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,50.0, United-States, <=50K
19, Private,165310, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Male,0,0,20.0, United-States, <=50K
21, State-gov,38251, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,20.0, United-States, <=50K
21, Private,275421, Some-college,10, Never-married, Craft-repair, Own-child, White, Female,0,0,40.0, United-States, <=50K
23, Private,189203, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
22, Private,58916, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30.0, United-States, <=50K
24, Private,283806, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
24, Private,112854, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,16.0, United-States, <=50K
24, Private,357028, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40.0, United-States, <=50K
22, Private,291386, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
24, Private,39827, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, Other, Female,0,0,40.0, Puerto-Rico, <=50K
18, Private,39222, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,40.0, United-States, <=50K
22, Private,122272, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40.0, United-States, <=50K
22, Private,208946, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,40.0, United-States, <=50K
24, Private,211129, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,35.0, United-States, <=50K
22, Private,126822, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,60.0, United-States, <=50K
21, Private,249727, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,22.0, United-States, <=50K
18, Private,165754, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,30.0, United-States, <=50K
20, Private,245297, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,20.0, United-States, <=50K
19, Private,118352, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,16.0, United-States, <=50K
21, Private,117210, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40.0, United-States, <=50K
23, Private,120068, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40.0, United-States, <=50K
24, Private,48343, 11th,7, Never-married, Other-service, Not-in-family, Black, Female,0,0,40.0, United-States, <=50K
19, Private,281704, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,35.0, United-States, <=50K
17, Private,186067, 10th,6, Never-married, Tech-support, Own-child, White, Male,0,0,10.0, United-States, <=50K
23, Private,219835, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,40.0, Mexico, <=50K
23, Private,176486, Assoc-voc,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,36.0, United-States, <=50K
20, Private,182661, Some-college,10, Never-married, Sales, Own-child, Black, Male,0,0,20.0, United-States, <=50K
21, Private,174907, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40.0, United-States, <=50K
24, Private,249957, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40.0, United-States, <=50K
23, Private,189830, Some-college,10, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,50.0, United-States, <=50K
19, Private,127190, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,15.0, United-States, <=50K
20, Private,138107, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,35.0, United-States, <=50K
19, Private,318822, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40.0, United-States, <=50K
20, Private,154779, Some-college,10, Never-married, Sales, Other-relative, Other, Female,0,0,40.0, United-States, <=50K
23, Private,277328, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,32.0, Cuba, <=50K
22, Private,112847, HS-grad,9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40.0, United-States, <=50K
24, Private,228686, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40.680171776549685, United-States, <=50K
23, Private,162945, 7th-8th,4, Never-married, Other-service, Own-child, White, Male,0,0,35.0, United-States, <=50K
19, Private,271521, HS-grad,9, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,24.0, United-States, <=50K
18, Private,51255, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15.0, United-States, <=50K
21, Private,243368, Preschool,1, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50.0, Mexico, <=50K
19, Private,136866, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40.680171776549685, United-States, <=50K
17, State-gov,117906, 10th,6, Never-married, Farming-fishing, Own-child, White, Male,0,0,40.0, United-States, <=50K
24, Private,304386, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,30.0, United-States, <=50K
23, Private,252153, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,28.0, United-States, <=50K
20, Private,47791, 12th,8, Divorced, Other-service, Not-in-family, White, Female,0,0,10.0, United-States, <=50K
21, Private,34918, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,30.0, United-States, <=50K
23, Private,199908, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50.0, United-States, <=50K
17, Private,111332, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,20.0, United-States, <=50K
23, Private,82998, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,30.0, United-States, <=50K
19, Private,164320, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40.0, United-States, <=50K
20, Self-emp-not-inc,263498, Assoc-voc,11, Never-married, Farming-fishing, Own-child, White, Male,0,0,40.0, United-States, <=50K
19, Private,269657, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,35.0, United-States, <=50K
19, Private,389755, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16.0, United-States, <=50K
23, Private,222925, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,2105,0,40.0, United-States, <=50K
24, Private,50341, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
22, Private,214134, 10th,6, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,84.0, United-States, <=50K
23, Private,182494, 7th-8th,4, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40.0, United-States, <=50K
22, Private,48347, Bachelors,13, Never-married, Farming-fishing, Own-child, White, Male,0,0,40.0, United-States, <=50K
20, Private,107801, Assoc-acdm,12, Never-married, Other-service, Own-child, White, Female,0,2205,18.0, United-States, <=50K
21, Private,118657, HS-grad,9, Separated, Machine-op-inspct, Other-relative, White, Male,0,0,40.0, United-States, <=50K
23, Private,227915, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Female,0,0,33.0, United-States, <=50K
22, Private,188950, Some-college,10, Never-married, Tech-support, Own-child, White, Male,0,0,40.0, United-States, <=50K
24, Private,218678, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,49.0, United-States, <=50K
23, Private,184255, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,40.0, United-States, <=50K
24, Private,300584, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40.0, United-States, <=50K
22, Private,208946, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,25.0, United-States, <=50K
20, Private,124751, Some-college,10, Never-married, Priv-house-serv, Own-child, White, Female,0,0,20.0, United-States, <=50K
18, Private,274057, 11th,7, Never-married, Other-service, Own-child, Black, Male,0,0,8.0, United-States, <=50K
22, Private,157332, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,35.0, United-States, <=50K
20, Private,190429, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
22, Self-emp-inc,40767, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40.0, United-States, <=50K
23, Private,91189, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20.0, United-States, <=50K
23, Private,117618, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35.0, United-States, <=50K
19, Private,351040, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40.0, Puerto-Rico, <=50K
23, Private,195767, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
24, Private,96178, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,40.0, United-States, <=50K
23, Private,664670, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,40.0, United-States, <=50K
18, Private,181755, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,30.0, United-States, <=50K
17, Private,342752, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20.0, United-States, <=50K
23, Self-emp-not-inc,121313, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40.0, United-States, <=50K
20, Private,172232, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,48.0, United-States, <=50K
17, Private,208463, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,20.0, United-States, <=50K
20, Private,33644, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,30.0, United-States, <=50K
21, Private,109869, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,30.0, United-States, <=50K
21, Private,222490, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40.0, United-States, <=50K
17, Private,114420, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,30.0, United-States, <=50K
24, Private,270517, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40.0, Mexico, <=50K
22, Private,214399, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,30.0, United-States, <=50K
24, Private,153082, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,30.0, United-States, <=50K
21, Local-gov,276840, 12th,8, Never-married, Other-service, Own-child, Black, Male,0,0,20.0, United-States, <=50K
21, Private,198992, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,33.0, United-States, <=50K
19, Private,231962, HS-grad,9, Never-married, Other-service, Unmarried, White, Male,0,0,40.0, United-States, <=50K
20, Private,216436, Bachelors,13, Never-married, Sales, Other-relative, Black, Female,0,0,30.0, United-States, <=50K
19, Private,70982, Assoc-voc,11, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,16.0, United-States, <=50K
23, Private,137214, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,0,0,37.0, United-States, <=50K
19, Private,183258, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40.0, United-States, <=50K
20, Private,33551, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40.0, United-States, <=50K
24, Private,274398, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20.0, United-States, <=50K
23, Private,118693, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,35.0, United-States, <=50K
21, Private,149224, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,30.0, United-States, <=50K
24, Private,508548, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50.0, United-States, <=50K
21, Private,204641, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,40.0, United-States, <=50K
19, Private,263340, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,15.0, United-States, <=50K
18, Private,141918, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,22.0, United-States, <=50K
24, Self-emp-inc,189148, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,40.0, United-States, <=50K
23, Private,31606, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40.0, United-States, <=50K
21, Private,107882, Assoc-acdm,12, Never-married, Other-service, Own-child, White, Female,0,0,9.0, United-States, <=50K
18, Private,39529, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,32.0, United-States, <=50K
18, Private,135315, 9th,5, Never-married, Sales, Own-child, Other, Female,0,0,32.0, United-States, <=50K
23, Private,193090, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,3674,0,40.0, United-States, <=50K
22, Private,51111, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
19, Private,240468, Some-college,10, Married-spouse-absent, Sales, Own-child, White, Female,0,1602,40.0, United-States, <=50K
20, Private,211968, Assoc-voc,11, Never-married, Other-service, Own-child, White, Female,0,0,20.0, United-States, <=50K
23, Private,220993, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,1590,48.0, United-States, <=50K
21, Private,202373, Some-college,10, Never-married, Sales, Own-child, Black, Male,0,0,25.0, United-States, <=50K
22, Private,138768, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40.0, United-States, <=50K
23, Private,148315, Some-college,10, Separated, Craft-repair, Own-child, White, Male,0,0,40.0, United-States, <=50K
20, Private,270517, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40.0, Mexico, <=50K
20, Private,164574, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,30.0, United-States, <=50K
20, Private,137895, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40.680171776549685, United-States, <=50K
24, Private,216129, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40.0, United-States, <=50K
21, Private,285457, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,50.0, United-States, <=50K
18, Private,142751, 10th,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40.0, United-States, <=50K
24, Self-emp-not-inc,322931, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,40.0, United-States, >50K
19, State-gov,431745, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,30.0, United-States, <=50K
23, Private,240398, Bachelors,13, Never-married, Sales, Not-in-family, Black, Male,0,0,15.0, United-States, <=50K
21, Private,115895, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20.0, United-States, <=50K
23, Private,184589, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,21.0, United-States, <=50K
22, State-gov,157541, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,10.0, United-States, <=50K
21, Private,117210, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,40.680171776549685, United-States, <=50K
23, Private,106957, 11th,7, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,14344,0,40.0, Vietnam, >50K
19, Private,427862, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,35.0, United-States, <=50K
23, State-gov,33551, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,38.0, United-States, <=50K
21, Private,73679, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,40.0, United-States, <=50K
17, Private,294485, 10th,6, Never-married, Other-service, Own-child, White, Male,0,0,30.0, United-States, <=50K
20, Private,637080, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,25.0, United-States, <=50K
22, Private,124940, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,44.0, United-States, <=50K
22, Private,215477, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,40.0, United-States, <=50K
23, Private,38251, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40.0, United-States, <=50K
19, Local-gov,292962, HS-grad,9, Never-married, Craft-repair, Other-relative, Black, Female,0,0,40.0, United-States, <=50K
24, Private,184756, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40.0, United-States, <=50K
22, Private,130724, Some-college,10, Never-married, Sales, Own-child, Black, Male,0,0,25.0, United-States, <=50K
22, Private,204160, HS-grad,9, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40.0, United-States, <=50K
18, Private,156874, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,27.0, United-States, <=50K
23, Private,214227, Assoc-voc,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30.0, United-States, <=50K
22, Private,310152, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,3325,0,40.0, United-States, <=50K
22, Local-gov,134181, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,50.0, United-States, <=50K
23, State-gov,101094, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,60.0, United-States, <=50K
20, Private,277700, Preschool,1, Never-married, Other-service, Own-child, White, Male,0,0,32.0, United-States, <=50K
24, Private,32732, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50.0, United-States, <=50K
20, Private,34590, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male,0,0,60.0, United-States, <=50K
23, Local-gov,203353, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,12.0, United-States, <=50K
24, Private,207940, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,30.0, United-States, <=50K
24, Private,353696, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20.0, Canada, <=50K
22, Private,103762, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,0,0,40.0, United-States, <=50K
23, Local-gov,144165, Bachelors,13, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,30.0, United-States, <=50K
18, Private,200876, 11th,7, Never-married, Transport-moving, Own-child, White, Male,0,0,16.0, United-States, <=50K
24, Private,100669, Some-college,10, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,30.0, United-States, <=50K
23, Private,363219, Some-college,10, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,6.0, United-States, <=50K
17, Private,154908, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,10.0, United-States, <=50K
22, Private,51262, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40.0, United-States, <=50K
18, Self-emp-not-inc,212207, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,11.0, United-States, <=50K
21, Private,376929, 5th-6th,3, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40.0, Mexico, <=50K
20, Private,167787, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20.0, United-States, <=50K
23, Local-gov,40021, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,70.0, United-States, <=50K
24, Private,172612, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40.0, United-States, <=50K
24, Private,146706, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,30.0, United-States, <=50K
21, Private,182823, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,30.0, United-States, <=50K
20, Private,187158, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,15.0, United-States, <=50K
22, Private,249727, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,20.0, United-States, <=50K
24, Private,175254, Some-college,10, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40.0, United-States, <=50K
22, Private,148431, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40.0, United-States, <=50K
19, Private,112432, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,58.0, United-States, <=50K
22, Private,199266, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,30.0, United-States, <=50K
24, Private,72310, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,43.0, United-States, <=50K
23, Private,211049, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,4101,0,40.0, United-States, <=50K
20, Private,50397, Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male,0,0,35.0, United-States, <=50K
24, Private,154571, Some-college,10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,20.0, United-States, <=50K
20, Private,390817, 5th-6th,3, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,25.0, Mexico, <=50K
20, Private,189148, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48.0, United-States, <=50K
22, Private,123876, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20.0, United-States, <=50K
20, Private,219835, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30.0, United-States, <=50K
20, Private,406641, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30.0, United-States, <=50K
