order_id,order_date,ship_date,ship_mode,customer_id,product_id,sales,quantity,discount,profit,postal_code,region_id
MX-2019-311313,2019-09-30,2019-10-01,Standard Class,RH-19510,TEC-CO-10004901,230.06,2,0.25,0.19,,2253.0
US-2019-4137090,2019-12-07,2019-12-10,Second Class,DB-13060,TEC-AC-10002712,65.02,2,0.25,0.19,,2898.0
CA-2019-2388901,2019-01-24,2019-01-28,Same Day,AR-10540,OFF-PA-10001260,56.07,7,0.25,0.19,,4792.0
US-2018-3311247,2018-11-20,2018-11-24,Standard Class,TC-20980,FUR-CH-10003941,1093.25,6,0.38,0.34,,1573.0
IZ-2018-5754804,2018-07-08,2018-07-12,Second Class,BD-1320,OFF-IBI-10002486,8.91,1,0.38,0.34,,4207.0
IN-2017-3568290,2017-10-15,2017-10-17,Standard Class,JB-16000,FUR-BO-10000210,729.48,2,0.42,0.39,,5003.0
US-2019-3655937,2019-12-06,2019-12-09,Second Class,BD-11725,TEC-PH-10004048,269.09,4,0.35,0.29,,1826.0
EG-2019-4235962,2019-06-18,2019-06-19,Standard Class,LC-6885,OFF-SAN-10001634,101.58,2,0.15,0.1,,1666.0
TU-2017-2237215,2017-12-18,2017-12-18,Standard Class,MK-7905,OFF-STA-10003908,47.04,8,0.37,0.34,,7751.0
IN-2016-57144,2016-09-02,2016-09-03,First Class,SB-20170,OFF-SU-10001731,80.1,3,0.25,39.24,,6093.0
CA-2018-2163385,2018-10-18,2018-10-23,Second Class,BM-11650,OFF-BI-10002764,2.91,3,0.23,0.19,14609.0,5636.0
MX-2019-5625347,2019-06-08,2019-06-09,Standard Class,BS-11800,FUR-FU-10004013,63.12,2,0.1,0.05,,3104.0
HU-2019-2125276,2019-08-16,2019-08-16,Second Class,AP-720,TEC-NOK-10001319,446.4,6,0.4,0.33,,8567.0
ES-2019-1500711,2019-05-21,2019-05-21,Second Class,DK-13090,OFF-ST-10004489,1428.84,8,0.3,0.24,21215.0,5636.0
CA-2019-1695193,2019-11-08,2019-11-12,Standard Class,JH-15430,OFF-AR-10004790,28.73,3,0.15,0.1,,4207.0
MX-2019-623963,2019-11-23,2019-11-26,Standard Class,RB-19435,FUR-FU-10000936,73.52,2,0.3,0.24,,4717.0
CA-2019-163739,2019-04-06,2019-04-10,Second Class,CL-12700,OFF-BI-10003460,8.76,2,0.35,0.29,,6017.0
SF-2019-4593344,2019-05-07,2019-05-10,Second Class,AH-465,TEC-CIS-10003103,80.55,1,0.15,0.1,,2898.0
IN-2016-3841210,2016-11-16,2016-11-19,Standard Class,SZ-20035,TEC-CO-10002526,3200.04,9,0.4,0.4,,1573.0
IR-2019-5491982,2019-11-13,2019-11-15,Standard Class,TW-11025,FUR-SAF-10002529,59.82,1,0.45,0.38,,3104.0
UZ-2018-634778,2018-07-02,2018-07-05,Standard Class,JE-5745,FUR-IKE-10004815,125.1,1,0.48,0.44,,4207.0
CA-2017-2217721,2017-10-10,2017-10-14,Standard Class,MM-18280,OFF-AP-10004532,61.44,3,0.52,0.49,,20382.0
CA-2019-2697638,2019-11-05,2019-11-07,Same Day,TD-20995,OFF-LA-10001045,10.44,5,0.25,0.19,,2570.0
MX-2018-5965111,2018-03-09,2018-03-09,Second Class,BP-11290,TEC-AC-10004539,98.3,6,0.03,0.0,10035.0,5636.0
MX-2019-3403604,2019-01-08,2019-01-09,Same Day,GG-14650,OFF-LA-10000276,12.36,2,0.05,0.0,,1826.0
IT-2018-4419295,2018-06-30,2018-07-01,Second Class,CA-12055,OFF-ST-10003835,27.65,1,0.28,0.24,28205.0,3688.0
ID-2019-5670283,2019-02-18,2019-02-19,Standard Class,LT-17110,TEC-MA-10002134,1128.38,4,0.3,0.24,,7494.0
IN-2019-5883688,2019-08-22,2019-08-22,Same Day,RR-19315,OFF-FA-10000581,27.3,4,0.25,0.19,,12699.0
IT-2019-1242945,2019-04-03,2019-04-09,Standard Class,MF-18250,TEC-PH-10004601,566.92,4,0.3,-0.08,,3104.0
CA-2018-2843031,2018-03-21,2018-03-23,Same Day,CR-12580,OFF-PA-10001560,9.66,2,0.23,0.19,90049.0,4553.0
US-2019-5370690,2019-05-24,2019-05-27,Standard Class,GH-14410,FUR-FU-10000350,20.16,4,0.1,0.05,,1546.0
NI-2019-3939651,2019-12-04,2019-12-05,Standard Class,JB-5925,FUR-SAF-10002180,276.86,2,0.2,0.14,,1909.0
EG-2019-1386689,2019-06-12,2019-06-15,Standard Class,AD-180,OFF-SAN-10003285,12.36,1,0.15,0.1,,3280.0
MX-2016-3793879,2016-03-07,2016-03-07,Second Class,MC-17635,OFF-ST-10004330,46.72,4,0.05,0.05,,6017.0
ID-2019-3364234,2019-09-05,2019-09-09,Standard Class,DH-13675,TEC-MA-10001811,395.89,3,0.55,0.47,,1546.0
MX-2018-5867280,2018-10-06,2018-10-11,Second Class,SC-20770,OFF-ST-10001729,680.6,5,0.08,0.05,90301.0,4553.0
ES-2019-5917521,2019-12-08,2019-12-13,Standard Class,AC-10615,OFF-AR-10000110,138.96,3,0.15,0.1,,3104.0
MX-2019-2124669,2019-10-20,2019-10-25,Standard Class,MC-17425,FUR-CH-10002132,170.92,2,0.4,0.33,,4792.0
ES-2017-5932549,2017-03-07,2017-03-09,Standard Class,AJ-10945,TEC-CO-10002244,248.82,2,0.22,0.2,,6093.0
MX-2018-1029869,2018-06-13,2018-06-14,Same Day,SM-20320,OFF-LA-10000448,22.56,4,0.23,0.19,10035.0,5636.0
MX-2018-5949207,2018-06-28,2018-07-01,Second Class,LC-17050,TEC-AC-10003105,36.34,2,0.03,0.0,78207.0,1488.0
CA-2018-1835089,2018-09-01,2018-09-04,Second Class,NF-18385,OFF-BI-10001617,2.07,1,0.33,0.29,,783.0
ES-2019-693743,2019-03-18,2019-03-22,Second Class,CM-12190,OFF-ST-10004267,462.35,4,0.3,0.24,,16676.0
MX-2019-3501653,2019-10-25,2019-10-27,Same Day,MC-17605,OFF-PA-10000032,116.59,7,0.05,0.0,,783.0
IT-2017-317603,2017-12-25,2017-12-25,Second Class,SC-20575,TEC-PH-10002018,333.84,2,0.32,0.29,,2898.0
ID-2019-2653901,2019-07-31,2019-07-31,Standard Class,AC-10660,OFF-AR-10001508,60.29,2,0.4,0.33,75220.0,1488.0
MX-2018-4185065,2018-11-17,2018-11-17,Standard Class,BM-11650,FUR-CH-10004010,98.88,3,0.18,0.15,,3104.0
IT-2019-5775046,2019-07-01,2019-07-03,Standard Class,VG-21790,OFF-AP-10001169,746.82,3,0.55,0.47,,193.0
EG-2017-1995230,2017-11-20,2017-11-24,Standard Class,KT-6480,FUR-SAF-10000949,198.09,1,0.22,0.2,,783.0
IN-2018-4694953,2018-06-09,2018-06-14,Standard Class,DK-13090,FUR-CH-10003009,243.75,2,0.43,0.39,,4792.0
MX-2019-3148949,2019-04-01,2019-04-03,Second Class,SF-20965,TEC-PH-10002068,217.6,5,0.15,0.1,,2125.0
ID-2019-2301502,2019-05-05,2019-05-10,Standard Class,JW-15220,FUR-BO-10001934,945.83,4,0.5,0.43,98115.0,4553.0
CA-2019-2056263,2019-07-26,2019-07-31,Standard Class,TS-21505,FUR-FU-10004188,102.3,1,0.2,0.14,,1826.0
CA-2019-4657800,2019-10-21,2019-10-22,Standard Class,FG-14260,OFF-AR-10002818,87.92,4,0.35,0.29,,6017.0
CA-2019-3203933,2019-08-03,2019-08-07,Second Class,MP-17965,TEC-AC-10004353,252.0,4,0.15,0.1,,3104.0
MX-2016-4514694,2016-11-05,2016-11-06,Second Class,EH-14005,TEC-PH-10002647,292.8,6,0.1,0.1,,4792.0
LY-2020-5944926,2020-01-03,2020-01-04,Same Day,MB-8085,OFF-STI-10001136,60.0,2,0.12,0.05,,1909.0
MX-2019-1908198,2019-11-26,2019-11-26,Second Class,MC-17635,TEC-AC-10000203,1914.08,14,0.05,0.0,,2570.0
ES-2019-1771983,2019-02-05,2019-02-08,Same Day,GM-14695,OFF-LA-10003283,16.5,2,0.05,0.0,,6093.0
US-2019-1405360,2019-09-11,2019-09-13,Second Class,PO-19195,TEC-PH-10003555,160.93,7,0.25,0.19,,7494.0
ES-2019-4081276,2019-12-03,2019-12-03,Standard Class,TB-21250,OFF-AR-10001418,240.3,9,0.35,0.29,,4717.0
CA-2018-2255912,2018-04-07,2018-04-12,Second Class,DS-13180,OFF-BI-10000962,32.54,2,0.13,0.1,,4792.0
NI-2018-1403934,2018-11-02,2018-11-03,Standard Class,YC-11895,OFF-BOS-10001348,9.64,1,0.13,0.1,,783.0
ES-2018-1442882,2018-08-11,2018-08-11,Standard Class,DK-12895,TEC-CO-10004099,1771.74,6,0.43,0.39,,2898.0
IZ-2019-3455576,2019-12-31,2020-01-04,Standard Class,MM-7920,TEC-CAN-10004697,381.96,2,0.5,0.43,,3080.0
ES-2018-2178900,2018-06-27,2018-07-01,Standard Class,AG-10300,FUR-CH-10002378,319.84,2,0.38,0.34,,3104.0
MX-2019-3068813,2019-04-08,2019-04-13,First Class,BF-11020,OFF-EN-10003559,14.47,3,0.25,0.19,,1546.0
CA-2019-3354726,2019-10-29,2019-11-01,Same Day,EB-14170,OFF-PA-10002659,10.82,4,0.05,0.0,77095.0,1488.0
SF-2019-4791084,2019-09-30,2019-09-30,Second Class,LT-7110,OFF-ROG-10001101,61.2,1,0.1,0.05,,12699.0
CA-2017-76209,2017-05-23,2017-05-23,Standard Class,PS-18760,TEC-MA-10004679,399.54,2,0.47,0.44,19143.0,5636.0
ES-2018-3172008,2018-01-12,2018-01-17,Standard Class,PS-18760,FUR-BO-10001621,326.83,3,0.43,0.39,87105.0,4553.0
PL-2019-4328190,2019-09-29,2019-10-01,Second Class,AT-435,TEC-SAM-10001935,68.07,1,0.4,0.33,90805.0,4553.0
ID-2019-186836,2019-08-28,2019-09-01,Standard Class,BD-11620,FUR-TA-10001113,719.48,5,0.5,0.43,,3104.0
MX-2018-4173128,2018-11-01,2018-11-02,Second Class,JF-15295,TEC-PH-10003157,262.91,4,0.13,0.1,,1573.0
CM-2018-4712355,2018-10-23,2018-10-27,Standard Class,AB-15,OFF-BOS-10002558,120.84,4,0.13,0.1,,1410.0
CA-2018-2193615,2018-09-11,2018-09-12,Second Class,SJ-20125,TEC-PH-10002085,105.58,2,0.33,0.29,,4023.0
MX-2018-1455071,2018-05-22,2018-05-27,Standard Class,SG-20470,OFF-AR-10003680,39.48,2,0.13,0.1,,1573.0
CG-2018-2440155,2018-03-18,2018-03-19,Same Day,DM-2955,OFF-ADV-10002299,64.08,4,0.03,0.0,,19848.0
US-2019-1417096,2019-09-13,2019-09-13,Standard Class,CK-12760,FUR-TA-10002958,652.45,5,0.45,0.38,,6017.0
MX-2019-4750565,2019-09-11,2019-09-15,Standard Class,SK-19990,OFF-AR-10002975,274.14,9,0.15,0.1,19143.0,5636.0
IN-2018-686134,2018-07-20,2018-07-22,Standard Class,CM-11815,FUR-CH-10000110,252.84,7,0.48,0.44,,7993.0
IN-2017-5412067,2017-05-23,2017-05-27,Same Day,MS-17830,OFF-FA-10000027,48.42,3,0.22,0.2,,2570.0
IN-2019-1094246,2019-03-09,2019-03-13,Same Day,LD-17005,OFF-SU-10000649,95.9,3,0.1,0.05,95123.0,4553.0
IN-2019-4494708,2019-06-08,2019-06-09,Second Class,TS-21505,OFF-ST-10002515,236.38,2,0.1,0.05,,15328.0
ID-2018-4362070,2018-05-27,2018-05-31,Standard Class,JP-15460,TEC-CO-10001166,230.51,2,0.48,0.44,,6017.0
MX-2019-2050966,2019-09-03,2019-09-05,Standard Class,JE-15745,FUR-TA-10004820,2419.2,7,0.25,0.19,75220.0,1488.0
CA-2018-347838,2018-03-01,2018-03-05,Second Class,BH-11710,OFF-BI-10001071,447.86,7,0.23,0.19,,4792.0
TU-2019-301013,2019-10-11,2019-10-15,Second Class,ED-3885,OFF-FEL-10002658,45.53,2,0.35,0.28,90049.0,4553.0
SO-2018-3534491,2018-03-31,2018-04-02,Standard Class,ME-7725,FUR-RUB-10001094,175.44,4,0.08,0.05,,6093.0
ID-2019-4356821,2019-09-04,2019-09-09,Standard Class,TB-21190,FUR-BO-10001934,338.32,1,0.5,0.43,28806.0,3688.0
IN-2017-1500100,2017-06-22,2017-06-22,Standard Class,JG-15310,FUR-CH-10003009,500.85,3,0.47,0.44,,23235.0
NI-2019-4722794,2019-09-02,2019-09-07,Same Day,RE-9450,OFF-ACM-10002045,14.98,1,0.1,0.05,,2125.0
ES-2019-4317282,2019-04-10,2019-04-12,Second Class,AB-10255,OFF-BI-10001639,30.3,2,0.35,0.29,90049.0,4553.0
IN-2018-2565609,2018-03-04,2018-03-04,Standard Class,TS-21505,OFF-AP-10001018,2051.01,5,0.58,0.53,10035.0,5636.0
US-2019-2421424,2019-09-18,2019-09-21,Same Day,VM-21835,OFF-FA-10001843,14.82,6,0.15,0.1,,1826.0
US-2019-2323031,2019-10-12,2019-10-16,Second Class,DM-13015,OFF-BI-10004364,3.56,3,0.35,0.29,,2570.0
ID-2018-5588604,2018-12-14,2018-12-18,Second Class,VW-21775,OFF-ST-10003020,339.69,2,0.33,0.29,,193.0
MX-2019-672017,2019-07-10,2019-07-12,Standard Class,MN-17935,TEC-CO-10001037,284.37,3,0.25,0.19,,3104.0
NI-2019-2601205,2019-03-26,2019-03-27,Standard Class,EJ-3720,OFF-BIN-10003023,57.1,4,0.15,0.1,,783.0
MA-2019-1174931,2019-03-02,2019-03-05,Standard Class,SC-10380,FUR-OFF-10001224,347.88,2,0.2,0.14,,5003.0
MX-2019-5431520,2019-10-20,2019-10-21,Standard Class,RB-19435,FUR-BO-10001779,200.44,2,0.25,0.19,,2570.0
IN-2017-3057025,2017-07-08,2017-07-08,Standard Class,SW-20755,TEC-CO-10001766,620.16,3,0.47,0.44,,2941.0
CA-2019-3858290,2019-04-14,2019-04-15,Standard Class,GZ-14545,OFF-AP-10001205,381.36,7,0.55,0.47,,1826.0
CA-2019-5878389,2019-01-05,2019-01-09,Second Class,SP-20650,OFF-BI-10002133,273.92,8,0.35,0.29,,1784.0
ES-2019-3949523,2019-08-30,2019-08-30,Standard Class,MN-17935,FUR-CH-10000745,156.65,3,0.4,0.33,,3104.0
IR-2018-2968630,2018-03-01,2018-03-02,Second Class,AY-555,OFF-FEL-10004665,829.32,4,0.33,0.29,77642.0,1488.0
AG-2019-5677014,2019-02-26,2019-03-02,Same Day,AR-570,OFF-ADV-10004875,130.32,12,0.05,0.0,,3849.0
IT-2019-4440500,2019-12-08,2019-12-12,Same Day,TB-21055,OFF-LA-10000707,46.2,5,0.25,0.19,,4792.0
ML-2019-598832,2019-01-20,2019-01-25,Standard Class,RK-9300,OFF-BOS-10000350,14.22,1,0.15,0.1,80219.0,4553.0
ID-2019-4090099,2019-09-16,2019-09-18,First Class,LW-17215,OFF-EN-10003498,208.04,5,0.05,0.0,,3855.0
ES-2019-2631073,2019-10-12,2019-10-13,Second Class,SC-20305,OFF-ST-10003305,47.94,2,0.1,0.05,,2125.0
ES-2019-2532723,2019-10-19,2019-10-20,Same Day,DR-12940,OFF-SU-10003509,49.5,3,0.1,0.05,,4023.0
IN-2018-3293086,2018-11-16,2018-11-21,Second Class,BM-11785,OFF-ST-10000299,108.48,2,0.08,0.05,,2125.0
US-2018-307394,2018-06-04,2018-06-08,Same Day,DM-13345,OFF-FA-10003004,17.46,3,0.03,0.0,,2570.0
ID-2019-4834163,2019-04-11,2019-04-14,Second Class,SC-20230,TEC-PH-10002154,403.79,5,0.15,0.1,,3855.0
NI-2019-4030898,2019-09-02,2019-09-05,Standard Class,RE-9450,TEC-STA-10001487,11.51,1,0.3,0.24,,12699.0
MX-2017-902306,2017-05-01,2017-05-05,Standard Class,HG-15025,FUR-CH-10003982,657.4,9,0.37,0.34,98115.0,4553.0
NI-2019-177275,2019-05-24,2019-05-25,Standard Class,MK-7905,FUR-BUS-10004854,103.57,2,0.25,0.19,48234.0,1488.0
ID-2019-4130075,2019-12-28,2019-12-29,Standard Class,MG-18205,TEC-CO-10003017,447.88,6,0.25,0.19,47374.0,1488.0
IR-2018-1638657,2018-03-31,2018-04-05,Standard Class,RW-9690,FUR-BAR-10003576,318.3,1,0.48,0.44,,19250.0
ES-2018-4825636,2018-01-02,2018-01-03,First Class,PF-19165,OFF-PA-10001536,111.84,4,0.2,54.72,,783.0
CA-2019-3749891,2019-12-20,2019-12-23,First Class,DG-13300,OFF-EN-10003055,79.96,2,0.15,0.1,,783.0
MX-2019-4434505,2019-06-01,2019-06-06,Second Class,IL-15100,OFF-BI-10001987,102.18,3,0.15,0.1,92105.0,4553.0
IN-2019-2055453,2019-11-08,2019-11-13,Second Class,DN-13690,TEC-AC-10002364,517.08,2,0.05,0.0,,3104.0
ID-2019-3693072,2019-07-05,2019-07-06,Standard Class,HG-15025,FUR-BO-10004679,2910.08,8,0.5,0.43,,26965.0
IN-2017-1976236,2017-04-29,2017-05-04,Standard Class,DL-13315,TEC-CO-10004507,191.13,1,0.47,0.44,17602.0,5636.0
PL-2019-4620,2019-06-21,2019-06-28,Standard Class,BF-1170,OFF-JIF-10003677,20.01,1,0.25,4.98,,783.0
US-2019-5811710,2019-07-09,2019-07-14,Standard Class,VG-21790,FUR-BO-10004709,115.96,2,0.45,0.38,5408.0,5636.0
ES-2018-715883,2018-05-22,2018-05-24,Standard Class,TH-21115,TEC-MA-10003923,615.15,5,0.48,0.44,,1546.0
IV-2018-3548088,2018-07-05,2018-07-08,Same Day,LS-7230,OFF-KLE-10002869,26.46,1,0.08,0.05,,1784.0
CA-2019-494375,2019-08-13,2019-08-16,Standard Class,KB-16405,FUR-CH-10004860,181.76,2,0.3,0.24,,4207.0
HU-2017-2488854,2017-10-08,2017-10-10,Same Day,CM-2190,OFF-XER-10004042,13.26,1,0.27,0.24,,4792.0
CA-2019-2395063,2019-10-20,2019-10-22,Standard Class,PO-18850,FUR-TA-10004607,517.41,5,0.45,0.38,90049.0,4553.0
CA-2019-5533067,2019-12-15,2019-12-16,Second Class,JP-15520,TEC-AC-10003023,178.11,3,0.25,0.19,,3080.0
IN-2016-3871205,2016-08-07,2016-08-09,Same Day,AH-10075,OFF-SU-10001535,62.8,2,0.05,0.05,,1784.0
US-2019-619155,2019-10-09,2019-10-10,Same Day,BF-11020,OFF-PA-10000061,20.74,4,0.25,0.19,,2898.0
MX-2018-3820243,2018-12-29,2018-12-30,Standard Class,FP-14320,OFF-AR-10002710,37.9,5,0.13,0.1,53209.0,1488.0
ES-2018-2646720,2018-12-22,2018-12-25,Standard Class,BE-11410,TEC-CO-10002269,1487.4,10,0.43,0.39,,3104.0
MX-2018-4623465,2018-09-24,2018-09-28,Second Class,TD-20995,OFF-ST-10003172,12.44,2,0.08,0.05,,19848.0
ES-2019-4256482,2019-09-25,2019-09-27,Standard Class,AW-10930,FUR-BO-10004219,2019.6,12,0.25,0.19,,3080.0
ES-2018-3604021,2018-06-26,2018-07-01,Second Class,LC-16870,TEC-AC-10001486,390.96,9,0.23,0.19,,1546.0
RS-2019-3495000,2019-09-08,2019-09-10,Standard Class,TS-11370,FUR-SAU-10004053,788.4,4,0.5,0.43,,2898.0
IN-2018-69240,2018-06-19,2018-06-23,Standard Class,LH-16750,FUR-FU-10001477,126.0,5,0.25,27.6,,21008.0
IN-2019-3011503,2019-10-25,2019-10-30,Standard Class,HA-14920,OFF-AR-10004009,114.84,6,0.35,0.29,,783.0
IN-2017-1972399,2017-11-21,2017-11-22,Second Class,VM-21835,TEC-AC-10003776,130.32,3,0.32,0.29,,3722.0
MX-2017-3485926,2017-11-02,2017-11-06,First Class,AB-10105,OFF-EN-10003673,20.81,3,0.22,0.2,,4792.0
CA-2019-978957,2019-09-15,2019-09-15,Same Day,BP-11155,OFF-PA-10004438,49.12,4,0.15,0.1,,2941.0
MX-2018-5701478,2018-07-21,2018-07-23,Standard Class,SB-20185,OFF-AP-10001797,177.12,4,0.53,0.48,,1826.0
ES-2019-3793694,2019-12-18,2019-12-21,Second Class,JF-15355,OFF-ST-10003956,185.13,5,0.1,0.05,,4792.0
IN-2016-4789219,2016-08-14,2016-08-17,Standard Class,AR-10570,FUR-FU-10004074,127.7,7,0.3,0.3,,3849.0
IS-2018-2962969,2018-10-29,2018-11-02,Second Class,RA-9285,TEC-MEM-10001436,102.48,1,0.28,0.24,,9954.0
CA-2017-3386603,2017-12-12,2017-12-16,Same Day,SM-20950,OFF-PA-10001289,116.28,3,0.22,0.2,,3539.0
NI-2018-5978987,2018-12-30,2019-01-04,Standard Class,TB-11355,FUR-HON-10004137,79.72,2,0.18,0.15,10035.0,5636.0
ES-2019-5260342,2019-11-18,2019-11-23,Second Class,AS-10285,OFF-BI-10003774,60.6,2,0.35,0.29,,1573.0
MX-2019-2474802,2019-11-03,2019-11-07,Standard Class,CJ-12010,FUR-CH-10002846,157.98,3,0.2,0.14,49201.0,1488.0
ES-2018-5047040,2018-02-03,2018-02-06,Standard Class,TM-21490,TEC-CO-10000620,965.05,3,0.43,0.39,,7494.0
IN-2019-2052282,2019-06-26,2019-06-29,Same Day,MG-17890,OFF-PA-10003333,158.94,6,0.05,0.0,,3104.0
BY-2017-3398712,2017-11-05,2017-11-07,Standard Class,KA-6525,FUR-RUB-10002067,217.02,2,0.07,0.05,,19250.0
US-2018-2076799,2018-01-23,2018-01-28,Standard Class,TB-21280,OFF-AR-10000821,54.43,8,0.13,0.1,,16676.0
ES-2019-5693659,2019-02-13,2019-02-14,Standard Class,MV-17485,OFF-AR-10001482,44.94,2,0.35,0.29,,8879.0
ES-2019-4332334,2019-04-10,2019-04-11,Standard Class,RD-19660,TEC-CO-10001633,881.55,3,0.45,0.38,,3104.0
CM-2019-4649791,2019-05-13,2019-05-13,Second Class,MH-7620,OFF-ELD-10002199,256.74,2,0.1,0.05,,3080.0
US-2019-1942551,2019-08-15,2019-08-15,Second Class,RD-19585,OFF-ST-10001941,252.83,3,0.3,0.24,,4717.0
SF-2018-5076055,2018-07-12,2018-07-16,Same Day,HD-4785,OFF-STI-10004202,23.01,1,0.08,0.05,,3031.0
CA-2018-3347439,2018-12-01,2018-12-04,Second Class,IM-15070,OFF-ST-10003442,84.84,3,0.28,0.24,,3080.0
CA-2019-1665063,2019-10-02,2019-10-05,Standard Class,SU-20665,FUR-CH-10003061,215.98,3,0.4,0.33,,19250.0
ID-2019-2927458,2019-12-20,2019-12-22,Same Day,HA-14920,OFF-LA-10003678,44.42,7,0.05,0.0,,3855.0
ES-2019-3871003,2019-07-05,2019-07-09,Second Class,MZ-17335,TEC-AC-10004054,800.64,8,0.05,0.0,33012.0,3688.0
MX-2019-1283307,2019-08-13,2019-08-13,Same Day,PH-18790,OFF-SU-10001968,99.36,6,0.1,0.05,,5003.0
IN-2019-2500772,2019-11-07,2019-11-10,First Class,KM-16660,OFF-EN-10003413,78.0,3,0.05,0.0,,4207.0
ES-2019-1882298,2019-04-11,2019-04-15,Standard Class,MP-18175,TEC-CO-10001567,667.92,3,0.45,0.38,,4792.0
MX-2017-1638290,2017-06-19,2017-06-20,Standard Class,DS-13180,FUR-CH-10001675,351.68,7,0.17,0.15,,19848.0
MX-2018-436306,2018-01-31,2018-02-04,Standard Class,JB-16000,FUR-CH-10001634,446.4,5,0.18,0.15,,2570.0
MX-2018-123134,2018-11-26,2018-11-30,Second Class,JJ-15445,OFF-SU-10000171,165.7,5,0.05,36.4,,71845.0
IR-2018-339630,2018-11-24,2018-11-29,Second Class,MS-7980,TEC-BEL-10004950,59.25,1,0.28,0.24,,2253.0
ES-2019-4899027,2019-07-18,2019-07-18,Same Day,KM-16660,OFF-LA-10000296,28.92,3,0.25,0.19,30062.0,3688.0
CA-2018-5627527,2018-07-07,2018-07-08,Second Class,MT-17815,OFF-ST-10000321,7.89,1,0.08,0.05,,2570.0
ID-2018-2483450,2018-01-19,2018-01-22,Same Day,SC-20260,OFF-PA-10001968,113.86,7,0.28,0.24,,88643.0
CA-2019-2447275,2019-11-22,2019-11-23,Same Day,EP-13915,OFF-PA-10000289,32.4,5,0.25,0.19,,6017.0
CA-2019-2466351,2019-08-29,2019-08-29,Standard Class,EC-14050,FUR-FU-10003142,36.96,7,0.3,0.24,98115.0,4553.0
ID-2017-5549481,2017-11-27,2017-12-01,Same Day,MC-17575,OFF-FA-10002717,41.26,4,0.02,0.0,98115.0,4553.0
US-2018-5102961,2018-12-01,2018-12-04,Standard Class,KT-16465,FUR-BO-10000087,297.3,5,0.23,0.19,,783.0
MX-2019-1934421,2019-01-01,2019-01-02,Standard Class,AH-10465,FUR-FU-10003608,40.14,3,0.3,0.24,,1410.0
ES-2017-1142488,2017-04-05,2017-04-08,Standard Class,SC-20095,OFF-AR-10004519,109.8,2,0.32,0.29,,9954.0
CA-2017-54745,2017-11-14,2017-11-18,Same Day,SG-20080,OFF-SU-10004231,29.7,3,0.27,0.24,,2898.0
TU-2016-1949659,2016-06-04,2016-06-06,Same Day,PF-9165,OFF-HAR-10001948,2.65,1,0.25,0.25,10035.0,5636.0
IN-2018-894463,2018-08-03,2018-08-03,Second Class,SZ-20035,OFF-ST-10002967,118.16,7,0.33,0.29,32839.0,3688.0
IN-2018-2863867,2018-02-08,2018-02-10,Standard Class,NM-18520,FUR-FU-10001770,220.19,6,0.33,0.29,,3855.0
ID-2019-5287292,2019-08-30,2019-09-02,Second Class,BS-11380,OFF-BI-10004193,13.9,4,0.15,0.1,53081.0,1488.0
SF-2018-1406060,2018-05-15,2018-05-17,Second Class,AH-75,TEC-SAN-10004424,1025.4,4,0.03,0.0,,783.0
CA-2019-5524663,2019-10-17,2019-10-17,Second Class,VP-21760,TEC-AC-10003499,18.53,2,0.05,0.0,30080.0,3688.0
ES-2018-4707625,2018-05-15,2018-05-17,Standard Class,SD-20485,FUR-FU-10000950,122.94,3,0.28,0.24,,2125.0
IT-2019-5582655,2019-05-17,2019-05-22,Standard Class,DM-13525,OFF-AR-10000715,39.56,3,0.15,0.1,,6093.0
IN-2019-5856851,2019-02-26,2019-03-03,First Class,ES-14020,OFF-EN-10004486,39.48,2,0.25,0.19,,6264.0
MX-2018-790817,2018-06-30,2018-06-30,Second Class,RC-19825,OFF-ST-10004330,21.02,3,0.28,0.24,,4792.0
CA-2018-4167108,2018-09-25,2018-09-26,Standard Class,LC-16885,OFF-AR-10001149,11.52,4,0.33,0.29,1841.0,5636.0
IN-2016-3648398,2016-04-29,2016-05-02,Standard Class,RD-19720,TEC-CO-10003992,520.56,4,0.45,0.45,,783.0
CA-2018-2701017,2018-08-04,2018-08-04,Second Class,SG-20470,OFF-BI-10000088,26.35,8,0.33,0.29,10035.0,5636.0
CA-2019-2250020,2019-12-08,2019-12-13,Standard Class,CS-12355,OFF-AR-10000315,9.21,3,0.35,0.29,,7494.0
QA-2020-5101612,2020-01-22,2020-01-25,Second Class,LM-7065,TEC-MOT-10000554,2575.92,4,0.42,0.33,94122.0,4553.0
IT-2019-4778257,2019-09-12,2019-09-15,Second Class,HM-14860,OFF-SU-10004980,87.96,2,0.05,19.32,,783.0
IT-2019-2921242,2019-09-04,2019-09-05,Standard Class,BT-11305,OFF-AR-10000711,21.82,3,0.15,0.1,,6017.0
US-2019-654115,2019-12-19,2019-12-24,Same Day,SU-20665,OFF-SU-10002550,60.73,7,0.1,0.05,,6017.0
MX-2017-1312855,2017-11-29,2017-11-30,Second Class,EM-13810,TEC-PH-10001587,152.22,3,0.12,0.1,10035.0,5636.0
UP-2018-4850433,2018-12-20,2018-12-23,Second Class,SF-10065,TEC-BEL-10001391,111.12,2,0.28,0.24,10035.0,5636.0
CA-2017-3367833,2017-01-31,2017-02-03,Standard Class,AH-10465,FUR-BO-10003272,1352.4,9,0.42,0.39,,4792.0
ID-2019-1641979,2019-12-12,2019-12-14,Standard Class,NH-18610,FUR-CH-10000694,185.02,3,0.45,0.38,,783.0
